n,m,K,a,s_list,sizes,order,lambda_star,lambda_star_sq,A_float,B_float,A_fraction,B_fraction
6,6,2,1 1 1 3 3 5,0 4,10 12,3,-0.333333333333 0.333333333333 -0.333333333333 -0.333333333333 0.333333333333 -0.333333333333,0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.111111111111,1 0.666666666667 1.66666666667 4 7 11.3333333333 6.33333333333,1 0.666666666667 7 20 36.3333333333 43.3333333333 19.6666666667,1 2/3 5/3 4 7 34/3 19/3,1 2/3 7 20 109/3 43333333333247/999999999998 59/3
6,6,2,1 1 2 4 4 4,0 3,11 10,2,0 0 0 0 -0.5 0,0 0 0 0 0.25 0,1 0.25 1.375 3.75 7 12 6.625,1 0.25 5.75 18 35 45.75 22.25,1 1/4 11/8 15/4 7 12 53/8,1 1/4 23/4 18 35 183/4 89/4
6,6,2,1 1 3 3 5 5,0 4,12 10,3,-0.333333333333 0.333333333333 -0.333333333333 -0.333333333333 -0.333333333333 0.333333333333,0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.111111111111,1 0.666666666667 1.66666666667 4 7 11.3333333333 6.33333333333,1 0.666666666667 7 20 36.3333333333 43.3333333333 19.6666666667,1 2/3 5/3 4 7 34/3 19/3,1 2/3 7 20 109/3 130/3 59/3
6,6,2,1 2 2 2 4 5,0 3,10 11,2,5.55111512313e-17 0.5 0.5 0.5 -0.5 -5.55111512313e-17,3.08148791102e-33 0.25 0.25 0.25 0.25 3.08148791102e-33,1 1 1.75 4 7.5 11 5.75,1 1 7.5 22 38 41 17.5,1 1 7/4 4 15/2 11 23/4,1 1 15/2 22 38 41 35/2
6,6,2,1 2 2 4 4 5,0 3,12 10,2,0 0 0.5 0 0.5 0,0 0 0.25 0 0.25 0,1 0.5 0.875 3.5 9.75 10 6.375,1 0.5 5.25 18 41.5 41.5 20.25,1 1/2 7/8 7/2 39/4 10 51/8,1 1/2 21/4 18 83/2 83/2 81/4
6,6,2,1 3 3 5 5 5,0 2,10 12,3,0 0 0 0 0 0,0 0 0 0 0 0,1 0 3.83333333333 2 7.33333333333 6 11.8333333333,1 0 10.6666666667 12 35.6666666667 36 32.6666666667,1 0 23/6 2 22/3 6 71/6,1 0 32/3 12 107/3 36 98/3
6,6,2,1 3 5 5 5 5,0 4,10 11,3,-4.16333634234e-17 0.333333333333 -6.93889390391e-17 0.333333333333 0.333333333333 0.333333333333,1.73333694995e-33 0.111111111111 4.81482486097e-33 0.111111111111 0.111111111111 0.111111111111,1 0.444444444444 3.11111111111 2.66666666667 7.66666666667 7.55555555556 9.55555555556,1 0.444444444444 9.66666666667 16 37.2222222222 36.8888888889 26.7777777778,1 4/9 28/9 8/3 23/3 68/9 86/9,1 4/9 29/3 16 37222222221999/999999999994 22572389436625/611902123282 26777777777644/999999999995
6,6,2,1 4 4 5 5 5,0 3,8 14,2,0 0 0 0 0 0,0 0 0 0 0 0,1 0 4 2 7 6 12,1 0 11 12 35 36 33,1 0 4 2 7 6 12,1 0 11 12 35 36 33
6,6,2,2 2 2 2 3 3,0 1,10 12,6,0.333333333333 0.333333333333 -0.333333333333 -0.333333333333 -5.55111512313e-17 0,0.111111111111 0.111111111111 0.111111111111 0.111111111111 3.08148791102e-33 0,1 0.444444444444 1.61111111111 4 6.66666666667 11.5555555556 6.72222222222,1 0.444444444444 6.66666666667 18.6666666667 35.2222222222 44.8888888889 21.1111111111,1 4/9 29/18 4 20/3 104/9 121/18,1 4/9 20/3 56/3 317/9 38057526971695/847816194914 190/9
6,6,2,2 2 2 2 3 3,0 5,10 10,6,-6.93889390391e-17 -0.666666666667 -0.333333333333 -1.11022302463e-16 5.55111512313e-17 -1.11022302463e-16,4.81482486097e-33 0.444444444444 0.111111111111 1.23259516441e-32 3.08148791102e-33 1.23259516441e-32,1 0.555555555556 2.77777777778 3.55555555556 5 11.8888888889 7.22222222222,1 0.555555555556 8.66666666667 20.2222222222 31.2222222222 43.2222222222 23.1111111111,1 5/9 25/9 32/9 5 107/9 65/9,1 5/9 26/3 182/9 31222222222035/999999999994 30878106582342/714403494193 208/9
6,6,2,2 2 2 3 3 3,0 1,8 12,6,-0.333333333333 -0.333333333333 -0.333333333333 0.333333333333 0.333333333333 0.333333333333,0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.111111111111,1 0.666666666667 2.66666666667 3.55555555556 5.44444444444 11.7777777778 6.88888888889,1 0.666666666667 8.55555555556 20.8888888889 32.3333333333 42.4444444444 22.1111111111,1 2/3 8/3 32/9 49/9 106/9 62/9,1 2/3 77/9 188/9 32333333333269/999999999998 42067073984235/991109072927 199/9
6,6,2,2 2 2 3 3 3,0 5,8 12,6,0.333333333333 0.333333333333 0.333333333333 0.666666666667 -0.333333333333 -8.32667268469e-17,0.111111111111 0.111111111111 0.111111111111 0.444444444444 0.111111111111 6.93334779979e-33,1 0.888888888889 2.44444444444 3.77777777778 6.11111111111 11.3333333333 6.44444444444,1 0.888888888889 8.55555555556 21.7777777778 34.5555555556 41.3333333333 19.8888888889,1 8/9 22/9 34/9 55/9 34/3 58/9,1 8/9 77/9 196/9 29654037180568/858155416801 41333333333251/999999999998 179/9
6,6,2,2 2 2 3 3 4,0 1,10 10,6,-0.333333333333 -0.333333333333 -1 -5.55111512313e-17 -1.11022302463e-16 0.333333333333,0.111111111111 0.111111111111 1 3.08148791102e-33 1.23259516441e-32 0.111111111111,1 1.33333333333 2.22222222222 4 7.22222222222 10.6666666667 5.55555555556,1 1.33333333333 8.77777777778 24 38.1111111111 38.6666666667 16.1111111111,1 4/3 20/9 4 65/9 32/3 50/9,1 4/3 79/9 24 38111111111035/999999999998 116/3 145/9
6,6,2,2 2 2 3 3 4,0 5,10 12,6,-0.333333333333 0.333333333333 -0.333333333333 5.55111512313e-17 0 -0.333333333333,0.111111111111 0.111111111111 0.111111111111 3.08148791102e-33 0 0.111111111111,1 0.444444444444 1.61111111111 4 6.66666666667 11.5555555556 6.72222222222,1 0.444444444444 6.66666666667 18.6666666667 35.2222222222 44.8888888889 21.1111111111,1 4/9 29/18 4 20/3 104/9 121/18,1 4/9 20/3 56/3 317/9 404/9 190/9
6,6,2,2 2 3 3 3 4,0 1,12 8,6,0.333333333333 0.333333333333 0.333333333333 0.333333333333 -0.333333333333 -0.333333333333,0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.111111111111 0.111111111111,1 0.666666666667 1.88888888889 3.77777777778 6.77777777778 11.5555555556 6.33333333333,1 0.666666666667 7.22222222222 20.4444444444 35.4444444444 42.8888888889 20.3333333333,1 2/3 17/9 34/9 61/9 104/9 19/3,1 2/3 65/9 184/9 21501560720887/606627104978 21949361820417/511772684932 61/3
6,6,2,2 2 3 3 4 4,0 1,12 10,6,-0.666666666667 0.333333333333 -5.55111512313e-17 5.55111512313e-17 -0.333333333333 -5.55111512313e-17,0.444444444444 0.111111111111 3.08148791102e-33 3.08148791102e-33 0.111111111111 3.08148791102e-33,1 0.666666666667 2.44444444444 3.55555555556 6.77777777778 10 7.55555555556,1 0.666666666667 8.55555555556 19.1111111111 35.8888888889 40.6666666667 22.1111111111,1 2/3 22/9 32/9 61/9 10 68/9,1 2/3 77/9 172/9 35888888888889/1000000000000 122/3 199/9
6,6,2,2 2 3 3 4 4,0 5,12 10,6,-0.166666666667 -0.166666666667 1.2490009027e-16 4.16333634234e-17 -0.166666666667 -0.166666666667,0.0277777777778 0.0277777777778 1.56000325495e-32 1.73333694995e-33 0.0277777777778 0.0277777777778,1 0.111111111111 3.72222222222 2.33333333333 6.77777777778 6.88888888889 11.1666666667,1 0.111111111111 10.5555555556 13.3333333333 34.7777777778 37.2222222222 31,1 1/9 67/18 7/3 61/9 62/9 67/6,1 1/9 95/9 40/3 313/9 37222222221999/999999999994 31
6,6,2,2 2 4 5 5 5,0 3,12 9,2,-0.5 0 0 0 -0.5 0.5,0.25 0 0 0 0.25 0.25,1 0.75 1 4 8.5 11.25 5.5,1 0.75 5.75 20.5 39.5 42.75 17.75,1 3/4 1 4 17/2 45/4 11/2,1 3/4 23/4 41/2 79/2 171/4 71/4
6,6,2,2 3 3 3 4 4,0 5,12 8,6,-0.333333333333 5.05325666705e-17 0.333333333333 -0.666666666667 0.333333333333 0.333333333333,0.111111111111 2.55354029431e-33 0.111111111111 0.444444444444 0.111111111111 0.111111111111,1 0.888888888889 2.55555555556 3.77777777778 5.88888888889 11.3333333333 6.55555555556,1 0.888888888889 8.77777777778 21.7777777778 34.1111111111 41.3333333333 20.1111111111,1 8/9 23/9 34/9 53/9 34/3 59/9,1 8/9 79/9 196/9 307/9 124/3 181/9
6,6,2,2 3 3 4 4 4,0 1,10 12,6,0.333333333333 0 0 0.333333333333 0.333333333333 -0.333333333333,0.111111111111 0 0 0.111111111111 0.111111111111 0.111111111111,1 0.444444444444 2.33333333333 3.11111111111 7.88888888889 8.88888888889 8.33333333333,1 0.444444444444 8.11111111111 16.8888888889 37.6666666667 39.5555555556 24.3333333333,1 4/9 7/3 28/9 71/9 80/9 25/3,1 4/9 73/9 152/9 113/3 19196377722113/485301683986 73/3
6,6,2,2 3 3 4 4 4,0 5,10 10,6,-0.333333333333 0 0 0.333333333333 0.666666666667 0.666666666667,0.111111111111 0 0 0.111111111111 0.444444444444 0.444444444444,1 1.11111111111 1.77777777778 3.77777777778 7.88888888889 11.1111111111 5.33333333333,1 1.11111111111 7.44444444444 23.1111111111 38.5555555556 39.7777777778 17,1 10/9 16/9 34/9 71/9 100/9 16/3,1 10/9 67/9 208/9 25962737086207/673385111746 26914541042477/676622540174 17
6,6,2,3 3 4 4 4 4,0 1,10 10,6,8.32667268469e-17 -8.32667268469e-17 -0.666666666667 -8.32667268469e-17 -8.32667268469e-17 -0.333333333333,6.93334779979e-33 6.93334779979e-33 0.444444444444 6.93334779979e-33 6.93334779979e-33 0.111111111111,1 0.555555555556 2.77777777778 3.55555555556 5 11.8888888889 7.22222222222,1 0.555555555556 8.66666666667 20.2222222222 31.2222222222 43.2222222222 23.1111111111,1 5/9 25/9 32/9 5 107/9 65/9,1 5/9 26/3 182/9 31222222222035/999999999994 389/9 208/9
6,6,2,3 3 4 4 4 4,0 5,10 12,6,5.08208549008e-18 -5.08208549008e-18 -1.50392546115e-17 1.50392546115e-17 0.333333333333 -0.333333333333,2.58275929285e-35 2.58275929285e-35 2.2617917927e-34 2.2617917927e-34 0.111111111111 0.111111111111,1 0.222222222222 1.44444444444 4 6.55555555556 11.7777777778 7,1 0.222222222222 6.11111111111 17.3333333333 34.5555555556 46.4444444444 22.3333333333,1 2/9 13/9 4 59/9 106/9 7,1 2/9 55/9 52/3 311/9 30544273173573/657651814742 67/3
6,6,2,3 3 5 5 5 5,0 2,10 10,3,0 0 0.333333333333 0.666666666667 0.333333333333 0.666666666667,0 0 0.111111111111 0.444444444444 0.111111111111 0.444444444444,1 1.11111111111 1.66666666667 4 7.88888888889 10.8888888889 5.44444444444,1 1.11111111111 7.44444444444 22.6666666667 39 40.2222222222 16.5555555556,1 10/9 5/3 4 71/9 98/9 49/9,1 10/9 67/9 68/3 39 31624438724215/786242951707 149/9
6,6,2,3 5 5 5 5 5,0 2,11 10,3,-0.333333333333 -0.333333333333 -6.93889390391e-17 0.666666666667 0.666666666667 -8.32667268469e-17,0.111111111111 0.111111111111 4.81482486097e-33 0.444444444444 0.444444444444 6.93334779979e-33,1 1.11111111111 1.77777777778 4 7.66666666667 10.8888888889 5.55555555556,1 1.11111111111 7.66666666667 22.6666666667 38.5555555556 40.2222222222 16.7777777778,1 10/9 16/9 4 23/3 98/9 50/9,1 10/9 23/3 68/3 28409487178248/736845488773 18027944368227/448208561641 151/9
6,7,2,1 1 1 1 1 2,0 3,2 15,7,0.142857142857 0.142857142857 0.142857142857 0.142857142857 0.142857142857 0.142857142857,0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653,1 0.122448979592 3.85714285714 2.04081632653 7.40816326531 6 11.5714285714,1 0.122448979592 10.8367346939 12.8163265306 36.0612244898 35.387755102 31.7755102041,1 6/49 27/7 100/49 7408163264995/999999999958 6 81/7,1 6/49 10836734693650/999999999979 12816326530279/999999999974 8601976545148/238538115853 19556480778495/552634116578 31530003506337/992273713430
6,7,2,1 1 1 1 1 2,0 4,2 15,7,-0.142857142857 -0.142857142857 -0.142857142857 -0.142857142857 -0.142857142857 -0.142857142857,0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653,1 0.122448979592 3.85714285714 2.04081632653 7.40816326531 6 11.5714285714,1 0.122448979592 10.8367346939 12.8163265306 36.0612244898 35.387755102 31.7755102041,1 6/49 27/7 100/49 7408163264995/999999999958 6 81/7,1 6/49 10836734693650/999999999979 12816326530279/999999999974 13772499760241/381919914121 8071934799997/228099656978 31530003506337/992273713430
6,7,2,1 1 1 1 1 3,0 5,6 11,7,-0.142857142857 0.428571428571 -0.142857142857 -0.428571428571 -0.428571428571 -0.428571428571,0.0204081632653 0.183673469388 0.0204081632653 0.183673469388 0.183673469388 0.183673469388,1 0.775510204082 2.55102040816 3.67346938776 5.77551020408 11.5510204082 6.67346938776,1 0.775510204082 8.55102040816 21.306122449 33.4489795918 41.9183673469 21,1 38/49 125/49 180/49 283/49 566/49 327/49,1 38/49 419/49 21306122448937/999999999998 30420196290135/909450651749 34035494632333/811947048191 21
6,7,2,1 1 1 1 1 4,0 5,11 6,7,0.428571428571 -0.285714285714 0.428571428571 -0.285714285714 0.428571428571 -0.428571428571,0.183673469388 0.0816326530612 0.183673469388 0.0816326530612 0.183673469388 0.183673469388,1 0.897959183673 2.42857142857 3.67346938776 6.26530612245 11.4285714286 6.30612244898,1 0.897959183673 8.42857142857 22.0408163265 34.6734693878 41.0612244898 19.8979591837,1 44/49 17/7 180/49 307/49 80/7 309/49,1 44/49 59/7 15094740297409/684853957938 31999062256429/922868776083 34603913792993/842739451221 975/49
6,7,2,1 1 1 1 2 2,0 3,5 12,7,0.142857142857 0.428571428571 0.714285714286 0.142857142857 0.142857142857 0.142857142857,0.0204081632653 0.183673469388 0.510204081633 0.0204081632653 0.0204081632653 0.0204081632653,1 0.775510204082 2.38775510204 3.83673469388 5.9387755102 11.387755102 6.67346938776,1 0.775510204082 8.38775510204 20.9795918367 34.1020408163 42.2448979592 20.5102040816,1 38/49 117/49 188/49 5938775509919/999999999952 558/49 327/49,1 38/49 411/49 20979591836399/999999999984 34102040816156/999999999995 38357682804529/907983795856 20510204081366/999999999987
6,7,2,1 1 1 1 2 2,0 4,5 14,7,-0.142857142857 -0.142857142857 -8.32667268469e-17 0.857142857143 -0.142857142857 -0.142857142857,0.0204081632653 0.0204081632653 6.93334779979e-33 0.734693877551 0.0204081632653 0.0204081632653,1 0.816326530612 2.0612244898 4 6.51020408163 11.1836734694 6.42857142857,1 0.816326530612 7.9387755102 20.8979591837 35.6530612245 42.2857142857 19.4081632653,1 40/49 101/49 4 319/49 11183673469097/999999999974 45/7,1 40/49 389/49 7729635445969/369875133645 20070889155500/562949953417 40210710958545/950928975371 14987413725587/772222158311
6,7,2,1 1 1 1 3 3,0 2,7 10,7,-0.142857142857 -0.714285714286 -0.428571428571 -0.142857142857 -0.428571428571 -0.428571428571,0.0204081632653 0.510204081633 0.183673469388 0.0204081632653 0.183673469388 0.183673469388,1 1.10204081633 2.30612244898 3.67346938776 6.91836734694 11.2244897959 5.77551020408,1 1.10204081633 8.38775510204 23.2653061224 36.387755102 39.6326530612 18.2244897959,1 54/49 113/49 180/49 339/49 11224489795851/999999999994 283/49,1 54/49 411/49 1140/49 36387755100367/999999999954 19779432797107/499069107651 16441467439120/902163386917
6,7,2,1 1 1 1 3 3,0 5,7 12,7,-0.428571428571 0.142857142857 0.142857142857 0.142857142857 0.428571428571 -0.428571428571,0.183673469388 0.0204081632653 0.0204081632653 0.0204081632653 0.183673469388 0.183673469388,1 0.612244897959 1.89795918367 3.67346938776 7.40816326531 10.4081632653 7,1 0.612244897959 7.40816326531 19.0204081633 37.0408163265 41.7551020408 21.1632653061,1 30/49 93/49 180/49 363/49 9765458375771/938249922378 7,1 30/49 363/49 19020408162999/999999999986 22665354158599/611902123290 9342620329249/223747994200 21163265305678/999999999979
6,7,2,1 1 1 1 3 4,0 2,7 12,7,-0.142857142857 0.428571428571 -0.142857142857 -0.142857142857 0.428571428571 0.428571428571,0.0204081632653 0.183673469388 0.0204081632653 0.0204081632653 0.183673469388 0.183673469388,1 0.612244897959 1.5306122449 4 7.16326530612 11.387755102 6.30612244898,1 0.612244897959 6.67346938776 19.6734693878 36.5510204082 43.7142857143 19.7755102041,1 30/49 75/49 4 351/49 11387755101517/999999999954 309/49,1 30/49 327/49 11417709974517/580360776713 32523280141641/889804984333 43714285714111/999999999996 15419144803900/779709076771
6,7,2,1 1 1 1 3 4,0 5,7 10,7,0.428571428571 0.142857142857 0.142857142857 0.142857142857 -0.142857142857 0.142857142857,0.183673469388 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653,1 0.285714285714 2.95918367347 3.34693877551 4.30612244898 12.3673469388 7.73469387755,1 0.285714285714 8.55102040816 19.0204081633 28.8775510204 44.693877551 25.5714285714,1 2/7 145/49 164/49 211/49 12367346938355/999999999966 379/49,1 2/7 419/49 14954661857319/786242951726 23977309737253/830309665813 2190/49 179/7
6,7,2,1 1 1 1 3 6,0 2,6 11,7,0.428571428571 -0.285714285714 -0.285714285714 0.428571428571 0.428571428571 -0.428571428571,0.183673469388 0.0816326530612 0.0816326530612 0.183673469388 0.183673469388 0.183673469388,1 0.897959183673 2.42857142857 3.67346938776 6.26530612245 11.4285714286 6.30612244898,1 0.897959183673 8.42857142857 22.0408163265 34.6734693878 41.0612244898 19.8979591837,1 44/49 17/7 180/49 307/49 80/7 309/49,1 44/49 59/7 12188483815489/552996024962 11787094188999/339945624050 2012/49 19897959183574/999999999995
6,7,2,1 1 1 1 4 4,0 2,9 10,7,0.428571428571 -0.142857142857 -0.142857142857 0.428571428571 0.428571428571 0.428571428571,0.183673469388 0.0204081632653 0.0204081632653 0.183673469388 0.183673469388 0.183673469388,1 0.775510204082 2.4693877551 3.67346938776 5.9387755102 11.5510204082 6.59183673469,1 0.775510204082 8.38775510204 21.306122449 33.7755102041 41.9183673469 20.8367346939,1 38/49 121/49 180/49 291/49 566/49 323/49,1 38/49 411/49 21306122448937/999999999998 10563289942419/312749974126 2054/49 1021/49
6,7,2,1 1 1 1 5 5,0 3,14 5,7,-0.142857142857 0.428571428571 -0.142857142857 0.428571428571 0.142857142857 0.142857142857,0.0204081632653 0.183673469388 0.0204081632653 0.183673469388 0.0204081632653 0.0204081632653,1 0.448979591837 3.04081632653 3.02040816327 6.75510204082 8.61224489796 9.12244897959,1 0.448979591837 9.5306122449 16.7346938776 35.4081632653 38.9795918367 25.8979591837,1 22/49 149/49 148/49 331/49 8612244897563/999999999954 447/49,1 22/49 467/49 13773092308449/823026247700 34605944203789/977343669156 1910/49 1269/49
6,7,2,1 1 1 1 5 6,0 4,15 2,7,0.142857142857 0.142857142857 0.142857142857 0.142857142857 -0.142857142857 -0.142857142857,0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653,1 0.122448979592 3.85714285714 2.04081632653 7.40816326531 6 11.5714285714,1 0.122448979592 10.8367346939 12.8163265306 36.0612244898 35.387755102 31.7755102041,1 6/49 27/7 100/49 7408163264995/999999999958 6 81/7,1 6/49 531/49 628/49 28143250434009/780429695114 14956107422024/422635100161 22304266819799/701932610257
6,7,2,1 1 1 2 2 2,0 3,7 10,7,0.428571428571 0.428571428571 0.142857142857 0.142857142857 0.142857142857 0.714285714286,0.183673469388 0.183673469388 0.0204081632653 0.0204081632653 0.0204081632653 0.510204081633,1 0.938775510204 2.38775510204 3.83673469388 6.26530612245 11.2244897959 6.34693877551,1 0.938775510204 8.55102040816 21.9591836735 35.0816326531 41.1020408163 19.3673469388,1 46/49 117/49 188/49 307/49 550/49 311/49,1 46/49 419/49 1076/49 35081632652114/999999999973 2014/49 949/49
6,7,2,1 1 1 2 2 2,0 4,7 12,7,-0.142857142857 0.428571428571 0.428571428571 0.428571428571 -0.142857142857 -0.142857142857,0.0204081632653 0.183673469388 0.183673469388 0.183673469388 0.0204081632653 0.0204081632653,1 0.612244897959 1.65306122449 4 6.91836734694 11.387755102 6.42857142857,1 0.612244897959 6.91836734694 19.6734693878 36.0612244898 43.7142857143 20.0204081633,1 30/49 81/49 4 339/49 558/49 45/7,1 30/49 339/49 19673469387401/999999999982 22130085007422/613680908525 43714285714111/999999999996 20020408162985/999999999986
6,7,2,1 1 1 2 2 5,0 3,7 12,7,0.142857142857 -0.428571428571 -0.428571428571 0.142857142857 -0.142857142857 0.142857142857,0.0204081632653 0.183673469388 0.183673469388 0.0204081632653 0.0204081632653 0.0204081632653,1 0.448979591837 2.79591836735 3.51020408163 4.79591836735 12.0408163265 7.40816326531,1 0.448979591837 8.55102040816 19.6734693878 30.5102040816 43.8775510204 23.9387755102,1 22/49 137/49 172/49 235/49 590/49 363/49,1 22/49 419/49 19673469387519/999999999988 16938577876809/555177468872 38118619294447/868749928106 15419144803849/644107498200
6,7,2,1 1 1 2 2 5,0 4,7 10,7,-0.142857142857 -0.428571428571 -0.428571428571 -0.428571428571 -0.142857142857 0.428571428571,0.0204081632653 0.183673469388 0.183673469388 0.183673469388 0.0204081632653 0.183673469388,1 0.775510204082 2.4693877551 3.67346938776 5.9387755102 11.5510204082 6.59183673469,1 0.775510204082 8.38775510204 21.306122449 33.7755102041 41.9183673469 20.8367346939,1 38/49 121/49 180/49 291/49 566/49 323/49,1 38/49 411/49 21306122448937/999999999998 10563289942419/312749974126 19438173760764/463714953397 1021/49
6,7,2,1 1 1 2 2 6,0 3,5 14,7,-0.857142857143 8.32667268469e-17 0.142857142857 0.142857142857 0.142857142857 -0.142857142857,0.734693877551 6.93334779979e-33 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653,1 0.816326530612 2.0612244898 4 6.51020408163 11.1836734694 6.42857142857,1 0.816326530612 7.9387755102 20.8979591837 35.6530612245 42.2857142857 19.4081632653,1 40/49 101/49 4 6510204081522/999999999983 11183673469097/999999999974 45/7,1 40/49 389/49 1024/49 33011330847563/925904528638 296/7 11287008890236/581559869213
6,7,2,1 1 1 2 2 6,0 4,5 12,7,-0.714285714286 -0.428571428571 -0.142857142857 -0.142857142857 -0.142857142857 0.142857142857,0.510204081633 0.183673469388 0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653,1 0.775510204082 2.59183673469 3.91836734694 5.44897959184 11.306122449 6.95918367347,1 0.775510204082 8.87755102041 20.8163265306 33.2857142857 42.4081632653 20.8367346939,1 38/49 127/49 192/49 267/49 554/49 341/49,1 38/49 435/49 20816326530071/999999999974 233/7 30568083911686/720806598495 20836734693440/999999999979
6,7,2,1 1 1 2 5 5,0 3,12 7,7,0.142857142857 -0.142857142857 0.142857142857 -0.142857142857 -0.714285714286 0.142857142857,0.0204081632653 0.0204081632653 0.0204081632653 0.0204081632653 0.510204081633 0.0204081632653,1 0.612244897959 1.61224489796 3.91836734694 7.08163265306 11.4693877551 6.30612244898,1 0.612244897959 6.75510204082 19.8367346939 36.2244897959 43.5510204082 20.0204081633,1 30/49 79/49 192/49 347/49 562/49 309/49,1 30/49 331/49 19836734693461/999999999979 35220336517171/972279712305 28641407604467/657651814723 20020408162945/999999999984
6,7,2,1 1 1 2 5 5,0 4,12 6,7,-0.428571428571 1 -0.428571428571 0.142857142857 -0.142857142857 -0.142857142857,0.183673469388 1 0.183673469388 0.0204081632653 0.0204081632653 0.0204081632653,1 1.42857142857 2.0612244898 4 7.73469387755 10.5714285714 5.20408163265,1 1.42857142857 8.55102040816 24.5714285714 39.3265306122 38 15.1224489796,1 10/7 101/49 4 379/49 74/7 255/49,1 10/7 419/49 172/7 13209348792312/335888993681 38 741/49
